Source File	Size	loadResources	load	generateSnapshots	load-configure	scan	loadDepInfo	loadInfo	checkR4R4B	generateNarratives	validate	loadLists	checkConformanceResources	checkConformanceResources2	checkConformanceResources3	generateLogicalMaps	validateExpressions	scanForUsageStats	checkURLsUnique	processProvenanceDetails	generate1	generate2	generateLogicals	makeDependencies	generateExampleZip	generateValidationPack	scanProfilesForR5	scanExamplesForR5
fsh-generated/resources/Procedure-fhir-osiris-example-RadiotherapyPhase-4.json	924	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	9	11	0	0	0	0	0	0
fsh-generated/resources/Procedure-fhir-osiris-example-RadiotherapyPhase-5.json	923	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	8	8	0	0	0	0	0	0
fsh-generated/resources/Procedure-fhir-osiris-example-RadiotherapyPhase-6.json	914	2	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	8	11	0	0	0	0	0	0
fsh-generated/resources/Procedure-fhir-osiris-example-RadiotherapyPlan-1.json	4545	2	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	13	18	0	0	0	0	0	0
fsh-generated/resources/Procedure-fhir-osiris-example-surgery-1.json	533	2	0	0	0	0	0	0	0	547	0	0	0	0	0	0	0	0	0	0	7	9	0	0	0	0	0	0
fsh-generated/resources/Procedure-fhir-osiris-example-surgery-2.json	533	2	0	0	0	0	0	0	0	245	0	0	0	0	0	0	0	0	0	0	7	6	0	0	0	0	0	0
fsh-generated/resources/ResearchStudy-fhir-osiris-example-researchstudy.json	189	2	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	6	11	0	0	0	0	0	0
fsh-generated/resources/Specimen-fhir-osiris-example-biologicalsample-1.json	1637	3	0	0	0	0	0	0	0	693	0	0	0	0	0	0	0	0	0	0	9	10	0	0	0	0	0	0
fsh-generated/resources/Specimen-fhir-osiris-example-biologicalsample-2.json	1615	2	0	0	2	0	0	0	0	1179	0	0	0	0	0	0	0	0	0	0	9	7	0	0	0	0	0	0
fsh-generated/resources/StructureDefinition-BasedOnCondition.json	1900	2	0	12	0	0	0	0	0	47	0	0	1	0	0	0	0	1	0	0	43	334	0	0	0	2	0	0
fsh-generated/resources/StructureDefinition-BiologicalSampleOrigin.json	2197	2	0	16	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	40	221	0	0	0	2	0	0
fsh-generated/resources/StructureDefinition-adverse-event-end-date.json	1273	2	0	19	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	39	126	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-algorithmName.json	1204	2	0	17	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	26	100	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-analysis.json	4002	3	0	176	0	0	0	0	0	70	0	0	0	0	0	0	0	0	0	0	142	1286	0	0	0	8	0	0
fsh-generated/resources/StructureDefinition-annotation-reference.json	6100	2	0	62	0	0	0	0	0	30	0	0	0	0	0	0	0	2	0	0	241	486	0	0	0	10	1	1
fsh-generated/resources/StructureDefinition-basedOn.json	3946	3	0	22	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	75	161	0	0	0	3	0	0
fsh-generated/resources/StructureDefinition-biomarker.json	3640	2	0	96	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	147	1091	0	0	0	8	0	1
fsh-generated/resources/StructureDefinition-cause-of-death.json	2455	2	0	46	0	0	0	0	0	18	0	0	0	0	0	0	0	1	0	0	129	3061	0	0	0	7	0	0
fsh-generated/resources/StructureDefinition-clinical-trial-subject.json	2033	2	0	40	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	47	87	0	0	0	2	0	0
fsh-generated/resources/StructureDefinition-clinical-trial.json	1891	2	0	26	0	0	0	0	0	9	0	0	0	0	0	0	0	1	0	0	86	152	0	0	0	4	0	1
fsh-generated/resources/StructureDefinition-copy-number.json	10524	3	0	219	1	0	0	0	0	89	0	0	1	0	0	0	0	4	0	0	950	4498	0	0	0	39	0	3
fsh-generated/resources/StructureDefinition-data-validation.json	3100	3	0	1156	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	94	239	0	0	0	5	1	0
fsh-generated/resources/StructureDefinition-doseToVolume.json	5652	2	0	37	0	0	0	0	0	10	0	0	0	0	0	0	0	1	0	0	100	112	0	0	0	4	0	0
fsh-generated/resources/StructureDefinition-dueTo-tumor-pathology-event.json	1255	2	0	23	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	22	62	0	0	0	1	0	1
fsh-generated/resources/StructureDefinition-energyOrIsotope.json	3153	3	0	30	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	58	83	0	0	0	2	0	0
fsh-generated/resources/StructureDefinition-ethnicity.json	1353	2	0	24	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	26	58	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-expression.json	9426	3	0	49	0	0	0	0	0	24	0	0	1	0	0	0	0	1	0	0	301	2337	0	0	0	10	0	1
fsh-generated/resources/StructureDefinition-family-cancer-history.json	2273	2	0	43	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	79	121	0	0	0	3	0	0
fsh-generated/resources/StructureDefinition-fusion.json	10924	3	0	51	0	0	0	0	0	28	0	0	0	0	0	0	0	1	0	0	313	2136	0	0	0	10	0	1
fsh-generated/resources/StructureDefinition-gene-expression-data-type.json	1560	2	0	25	0	0	0	0	0	5	0	0	0	0	0	0	0	1	0	0	27	64	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-genetic-consent.json	3632	4	0	40	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	141	180	0	0	0	4	0	0
fsh-generated/resources/StructureDefinition-genome-entity.json	4347	5	0	53	0	0	0	0	0	16	0	0	0	0	0	0	0	1	0	0	183	274	0	0	0	6	0	1
fsh-generated/resources/StructureDefinition-genomeentityType.json	1438	3	0	6	1	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	26	58	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-histologygrade.json	2929	2	0	7	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	60	77	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-imaging-device.json	3228	2	0	23	0	0	0	0	0	17	0	0	0	0	0	0	0	1	0	0	117	188	0	0	0	4	0	1
fsh-generated/resources/StructureDefinition-imaging-pacs.json	1370	3	0	9	0	0	0	0	0	10	0	0	1	0	0	0	0	0	0	0	49	101	0	0	0	2	0	0
fsh-generated/resources/StructureDefinition-imaging-service.json	1856	2	0	22	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	75	116	0	0	0	2	0	0
fsh-generated/resources/StructureDefinition-imaging-settings.json	33556	38	0	82	0	0	0	0	1	61	0	0	0	0	0	0	0	2	0	0	559	422	0	0	0	16	1	1
fsh-generated/resources/StructureDefinition-laterality.json	1478	4	0	6	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	26	72	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-modalityAndTechnique.json	4463	5	0	13	0	0	0	0	0	552	0	0	0	0	0	0	0	0	0	0	73	109	0	0	0	2	0	0
fsh-generated/resources/StructureDefinition-molecular-sequence-3-prime.json	2176	4	0	20	0	0	0	0	0	66	0	0	0	0	0	0	0	1	0	0	160	265	0	0	0	5	0	1
fsh-generated/resources/StructureDefinition-molecular-sequence-5-prime.json	2175	5	0	20	0	0	0	0	0	14	0	0	0	0	0	0	0	1	0	0	159	200	0	0	0	4	0	1
fsh-generated/resources/StructureDefinition-numberOfFractions.json	1253	4	0	5	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	27	55	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-numberOfSessions.json	1245	5	0	3	0	0	0	0	0	5	0	0	1	0	0	0	0	0	0	0	25	55	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-onco-adverse-event.json	5265	4	0	66	1	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	118	149	0	0	0	4	0	0
fsh-generated/resources/StructureDefinition-onco-biological-contrast.json	2208	5	0	18	0	0	0	0	0	10	0	0	0	0	0	0	0	1	0	0	75	112	0	0	0	2	0	0
fsh-generated/resources/StructureDefinition-onco-biological-sample.json	9102	5	0	23	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	173	230	0	0	0	6	0	1
fsh-generated/resources/StructureDefinition-onco-imagingstudy-injection.json	6170	5	0	39	0	0	0	0	0	17	0	0	0	0	0	0	0	1	0	0	142	179	0	0	0	5	0	0
fsh-generated/resources/StructureDefinition-onco-imagingstudy.json	30504	7	0	96	0	0	0	0	0	81	0	0	0	0	0	0	0	2	0	0	499	690	0	0	0	15	0	2
fsh-generated/resources/StructureDefinition-onco-medication-statement.json	3809	5	0	12	0	0	0	0	0	2483	0	0	1	0	0	0	0	1	0	0	100	131	0	0	0	4	0	0
fsh-generated/resources/StructureDefinition-onco-organization.json	1951	4	0	11	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	84	119	0	0	0	3	1	0
fsh-generated/resources/StructureDefinition-onco-patient.json	5684	5	0	13	0	0	0	0	0	10	0	0	0	0	0	0	0	1	0	0	119	175	0	0	0	4	0	1
fsh-generated/resources/StructureDefinition-onco-surgery.json	3767	5	0	32	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	128	213	0	0	0	5	0	0
fsh-generated/resources/StructureDefinition-onco-tnm.json	6478	5	0	65	1	0	0	0	0	23	0	0	0	0	0	0	0	1	0	0	290	363	0	0	0	9	0	1
fsh-generated/resources/StructureDefinition-origin-center.json	1456	4	0	5	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	28	66	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-performance-status.json	2622	5	0	38	0	0	0	0	0	10	0	0	0	0	0	0	0	1	0	0	128	168	0	0	0	5	0	0
fsh-generated/resources/StructureDefinition-radiomics-Image-filters.json	2378	4	0	35	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	128	207	0	0	0	4	0	0
fsh-generated/resources/StructureDefinition-radiomics-criteria-settings.json	44051	12	0	108	0	0	0	0	0	68	0	0	1	0	0	0	0	3	0	0	823	665	0	0	0	23	0	2
fsh-generated/resources/StructureDefinition-radiomics-criteria.json	4796	4	0	112	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	134	374	0	1	0	5	0	0
fsh-generated/resources/StructureDefinition-radiomics-features.json	3083	5	0	46	0	0	0	0	0	13	0	0	0	0	0	0	0	1	0	0	145	196	0	0	0	6	0	0
fsh-generated/resources/StructureDefinition-radiomics-image-filters-settings.json	14438	6	0	17	0	0	0	0	0	62	0	0	0	0	0	0	0	0	0	0	256	215	0	0	0	7	0	1
fsh-generated/resources/StructureDefinition-radiotherapy-course-summary.json	7248	5	0	48	0	0	0	0	0	17	0	0	0	0	0	0	0	1	0	0	178	196	0	0	0	6	0	0
fsh-generated/resources/StructureDefinition-radiotherapy-phase.json	5779	4	0	41	0	0	0	0	0	23	0	0	0	0	0	0	0	1	0	0	167	196	0	0	0	6	1	1
fsh-generated/resources/StructureDefinition-radiotherapy-plan.json	16499	6	0	84	0	0	0	0	0	63	0	0	0	0	0	0	0	2	0	0	360	487	0	0	0	11	0	1
fsh-generated/resources/StructureDefinition-radiotherapy-volume.json	3524	5	0	13	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	59	90	0	0	0	2	0	0
fsh-generated/resources/StructureDefinition-reasonReplanification.json	1472	5	0	4	1	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	28	60	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-related-pathology.json	3410	5	0	25	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	100	2157	0	0	0	3	0	0
fsh-generated/resources/StructureDefinition-response-evaluation.json	3832	4	0	35	0	0	0	0	0	20	0	0	0	0	0	0	0	1	0	0	135	947	0	0	0	5	0	1
fsh-generated/resources/StructureDefinition-roi-segmentation.json	7326	5	0	23	0	0	0	0	0	34	0	0	1	0	0	0	0	1	0	0	234	279	0	0	0	8	0	0
fsh-generated/resources/StructureDefinition-sequencing-analysis.json	10869	6	0	27	0	0	0	0	0	44	0	0	0	0	0	0	0	1	0	0	312	3788	0	0	0	10	0	1
fsh-generated/resources/StructureDefinition-sequencing-device.json	2926	4	0	14	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	127	161	0	0	0	4	0	0
fsh-generated/resources/StructureDefinition-series-weightheigt.json	3027	5	0	7	0	0	0	0	0	11	0	0	0	0	0	0	0	1	0	0	57	72	0	0	0	2	0	1
fsh-generated/resources/StructureDefinition-snp.json	15237	6	0	90	0	0	0	0	0	98	0	0	0	0	0	0	0	4	0	0	912	5575	0	0	0	26	0	2
fsh-generated/resources/StructureDefinition-spanning-pairs.json	1276	4	0	5	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	26	52	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-split-reads.json	1262	4	0	5	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	26	50	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-strand-bias.json	1294	5	0	5	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	26	50	0	0	0	0	0	0
