URL,Version,Status,OIDs,Name,Title,Descriptino,Uses,Used,Sources
https://ig-osiris.cancer.fr/ig/osiris/ValueSet/GeneExpressionDataType,1.1.0,draft,,GeneExpressionDataType,Gene Expression Data Type Value Set,"Gene Expression Data Type",,"Other"
https://ig-osiris.cancer.fr/ig/osiris/ValueSet/GeneticMaterial,1.1.0,draft,,GeneticMaterial,GeneticMaterial,"Genetic material",,"THO,Other"
https://ig-osiris.cancer.fr/ig/osiris/ValueSet/GenomeBuild,1.1.0,draft,,GenomeBuild,GenomeBuild Value Set,"GenomeBuild",,"Other"
https://ig-osiris.cancer.fr/ig/osiris/ValueSet/GenomeEntityType,1.1.0,draft,,GenomeEntityType,Genome entity type Value Set,"Type of genome entity",,"THO"
https://ig-osiris.cancer.fr/ig/osiris/ValueSet/Laterality,1.1.0,draft,,Laterality,Tumor Laterality Value Set,"Tumor laterality",,"THO"
https://ig-osiris.cancer.fr/ig/osiris/ValueSet/Morphology,1.1.0,draft,,Morphology,Morphology Value Set,"Cancer morphology",,"THO"
https://ig-osiris.cancer.fr/ig/osiris/ValueSet/MutationPrediction,1.1.0,draft,,MutationPrediction,Mutation prediction Value Set,"Mutation prediction",,"Other"
https://ig-osiris.cancer.fr/ig/osiris/ValueSet/OsirisValidationType,1.1.0,draft,,OsirisValidationType,Osiris Validation Type,"Osiris validation type",,"Other"
https://ig-osiris.cancer.fr/ig/osiris/ValueSet/PanelName,1.1.0,draft,,PanelName,Panel Name,"Panel Name",,"THO,Other"
https://ig-osiris.cancer.fr/ig/osiris/ValueSet/Parentage,1.1.0,draft,,Parentage,Parentage Value Set,"Parentage",,"THO,Other"
https://ig-osiris.cancer.fr/ig/osiris/ValueSet/Pathogenicity,1.1.0,draft,,Pathogenicity,Pathogenicity Value Set,"Pathogenicity",,"THO,Other"
https://ig-osiris.cancer.fr/ig/osiris/ValueSet/PlatformName,1.1.0,draft,,PlatformName,Platform Name,"Platform Name",,"THO,Other"
https://ig-osiris.cancer.fr/ig/osiris/ValueSet/ROIType,1.1.0,draft,,ROIType,ROI Type Value Set,"ROI Type",,"Internal"
https://ig-osiris.cancer.fr/ig/osiris/ValueSet/RadiomicsFeaturesVS,1.1.0,draft,,RadiomicsFeaturesVS,Radiomic Features Value Set,"Radiomic Features",,"Internal,THO"
https://ig-osiris.cancer.fr/ig/osiris/ValueSet/ReferenceType,1.1.0,draft,,ReferenceType,Reference Type Value Set,"Annotation reference type",,"THO,Other"
https://ig-osiris.cancer.fr/ig/osiris/ValueSet/ResponseEvaluationStatus,1.1.0,draft,,ResponseEvaluationStatus,Response Status Value Set,"Response evaluation status",,"THO,Other"
https://ig-osiris.cancer.fr/ig/osiris/ValueSet/StorageTemperature,1.1.0,draft,,StorageTemperature,Storage temperature Value Set,"Sample storage temperature",,"THO,Other"
https://ig-osiris.cancer.fr/ig/osiris/ValueSet/SurgeryResectionQuality,1.1.0,draft,,SurgeryResectionQuality,Surgery Resection Quality Value Set,"Surgery resection quality",,"THO,Other"
https://ig-osiris.cancer.fr/ig/osiris/ValueSet/TNMVersion,1.1.0,draft,,TNMVersion,TNM Version Value Set,"TNM version",,"Other"
https://ig-osiris.cancer.fr/ig/osiris/ValueSet/TechnicalProtocol,1.1.0,draft,,TechnicalProtocol,Analysis Technical Protocol,"Analysis technical protocol",,"Other"
https://ig-osiris.cancer.fr/ig/osiris/ValueSet/Topography,1.1.0,draft,,Topography,Topography Value Set,"Cancer topography",,"THO"
https://ig-osiris.cancer.fr/ig/osiris/ValueSet/TreatmentType,1.1.0,draft,,TreatmentType,Treatment Type Value Set,"Treatment type",,"THO"
https://ig-osiris.cancer.fr/ig/osiris/ValueSet/TumorPathologyEventType,1.1.0,draft,,TumorPathologyEventType,Tumor Pathology Event Type Value Set,"Tumor pathology event type",,"THO"
https://ig-osiris.cancer.fr/ig/osiris/ValueSet/VSBodySite,1.1.0,draft,,VSBodySite, Bodysite Value Set,"Bodysite",,"Internal"
https://ig-osiris.cancer.fr/ig/osiris/ValueSet/VSLocalizationMethod,1.1.0,draft,,VSLocalizationMethod,Localization Method Value Set,"Localization Method",,
https://ig-osiris.cancer.fr/ig/osiris/ValueSet/VSModality,1.1.0,draft,,VSModality, Modality Value Set,"Modality",,"Internal,THO,Other"
https://ig-osiris.cancer.fr/ig/osiris/ValueSet/VitalStatus,1.1.0,draft,,VitalStatus,Vital Status Value Set,"Vital status",,"THO"
https://ig-osiris.cancer.fr/ig/osiris/ValueSet/codexrt-radiotherapy-reason-for-revision-or-adaptation-vs,1.1.0,draft,,RadiotherapyReasonReplanificationVS,Radiotherapy Reason Replanification,"Radiotherapy Reason Replanification",,"Internal"
https://ig-osiris.cancer.fr/ig/osiris/ValueSet/mcode-radiotherapy-treatment-location-qualifier-vs,1.1.0,draft,,RadiotherapyTreatmentLocationQualifierVS,Radiotherapy Treatment Location Qualifier Value Set,"Various modifiers that can be applied to body locations where radiotherapy treatments can be directed.",,"Internal"
https://ig-osiris.cancer.fr/ig/osiris/ValueSet/mcode-radiotherapy-volume-type-vs,1.1.0,draft,,RadiotherapyVolumeTypeVS,Radiotherapy Volume Type Value Set,"Codes describing the types of body volumes used in radiotherapy planning and treatment. The value set includes the most common codes from DICOM CID 9534 Radiotherapy Targets (UID 1.2.840.10008.6.1.1244) and adds a code for Organs at Risk (OAR).",,"Internal"
https://ig-osiris.cancer.fr/ig/osiris/ValueSet/vs-radiotherapy-category,1.1.0,draft,,VSRadiotherapyCategory,Radiotherapy Category,"Radiotherapy Category",,"Internal"
https://ig-osiris.cancer.fr/ig/osiris/ValueSet/vs-radiotherapy-intent,1.1.0,draft,,VSRadiotherapyIntent,Radiotherapy Intent,"RadioTherapy Intent ",,"Internal"
https://ig-osiris.cancer.fr/ig/osiris/ValueSet/vs-radiotherapy-termination-reason,1.1.0,draft,,VSRadiotherapyTerminationReason,Radiotherapy Termination Reason,"Radiotherapy Termination Reason",,"Internal"
